user_id,product_id,interaction_type
148,54,view
127,413,view
238,477,click
178,404,click
248,172,purchase
211,441,view
138,221,purchase
210,64,click
134,7,view
227,54,view
28,32,click
174,293,view
230,411,view
86,173,click
57,212,click
169,64,view
11,284,view
171,418,click
284,64,view
108,411,view
81,253,view
118,32,view
192,32,view
128,151,view
11,27,view
257,411,view
81,32,view
127,64,click
194,62,view
139,434,view
259,156,click
213,64,click
278,189,view
201,64,click
160,393,view
12,32,view
52,32,click
242,411,view
114,468,view
248,32,click
260,32,view
255,13,wishlist
280,11,view
296,457,view
119,54,view
56,428,view
43,64,view
251,70,view
207,43,view
291,160,view
253,32,view
173,164,view
290,189,purchase
138,319,click
251,400,view
121,32,click
264,400,click
42,145,view
40,411,click
83,173,view
102,54,wishlist
20,132,view
269,453,click
281,54,view
61,54,view
139,173,click
191,228,view
149,173,view
191,173,view
237,64,view
70,64,click
243,64,view
77,453,wishlist
3,32,view
49,173,view
32,336,view
35,411,view
116,32,view
99,32,click
219,70,view
207,73,view
104,64,view
111,32,view
53,64,view
197,32,click
142,59,click
243,64,view
119,109,view
76,64,view
1,32,purchase
27,64,click
218,413,view
257,160,view
202,411,view
243,411,click
163,173,purchase
110,369,purchase
143,268,click
287,54,click
129,441,view
223,62,view
188,345,click
178,13,view
287,499,purchase
98,411,view
6,64,view
100,64,view
49,275,purchase
258,218,click
18,428,click
204,64,click
130,32,view
293,380,purchase
242,127,click
252,64,click
280,406,view
15,43,click
91,386,view
215,164,view
228,293,view
50,362,view
100,62,click
171,209,click
163,269,view
188,221,purchase
207,54,click
32,64,click
257,64,view
89,54,view
102,441,view
2,32,view
61,32,view
45,228,view
60,271,view
45,64,view
11,407,click
112,293,view
127,32,click
98,222,click
159,64,click
92,32,view
212,64,view
103,64,view
226,32,view
297,411,click
268,54,click
88,64,click
198,64,view
223,411,click
148,64,click
258,400,click
138,64,click
133,64,view
60,221,click
244,64,view
191,228,click
18,32,view
184,359,view
216,453,view
52,64,view
84,453,view
12,54,click
295,319,click
243,164,view
192,189,view
206,32,wishlist
120,63,purchase
260,64,view
138,68,view
15,64,view
154,398,wishlist
269,64,wishlist
72,64,view
28,399,view
73,278,view
85,453,click
103,5,view
42,64,purchase
224,64,view
285,78,view
245,64,view
282,441,click
242,7,click
125,63,view
66,32,purchase
205,58,purchase
218,189,view
178,453,click
14,64,click
121,411,view
1,43,click
40,428,view
97,64,view
48,32,click
218,64,view
247,64,wishlist
216,64,view
265,164,view
43,411,click
208,284,view
164,64,view
233,64,click
206,54,view
218,32,click
231,221,click
172,272,wishlist
58,393,wishlist
273,160,purchase
41,64,view
133,64,click
233,54,view
21,64,view
188,64,view
190,32,view
152,407,view
137,64,view
9,54,view
19,189,view
19,173,view
90,64,view
75,293,view
141,32,view
125,102,purchase
269,228,view
168,411,view
52,411,wishlist
41,32,click
155,54,view
132,323,click
41,209,view
60,165,view
156,43,view
125,319,view
294,453,click
224,32,click
96,32,click
205,245,click
140,64,view
213,62,view
237,189,wishlist
163,64,view
167,64,click
236,70,click
169,173,view
286,64,view
178,380,view
256,64,click
200,32,view
293,61,click
288,258,view
272,411,view
162,54,view
80,336,view
181,228,view
12,281,view
252,208,view
276,64,click
64,64,view
57,228,view
82,407,wishlist
206,400,view
112,54,view
164,107,click
163,221,view
116,126,view
238,32,purchase
81,243,view
148,64,click
238,62,click
51,411,click
215,411,click
115,64,click
42,189,click
12,32,view
292,336,click
190,64,click
200,400,purchase
83,453,click
123,64,purchase
103,32,view
16,64,view
126,441,view
124,225,wishlist
257,293,click
170,84,purchase
126,453,wishlist
4,222,click
209,52,wishlist
198,64,view
134,25,view
274,11,view
31,32,view
21,411,click
262,336,view
64,64,click
297,281,view
87,411,click
73,385,click
108,32,view
38,453,click
126,27,view
228,32,view
133,228,view
72,64,view
114,207,view
150,32,click
291,293,view
226,7,view
66,64,view
197,32,view
109,70,view
7,32,click
265,411,click
88,432,click
257,32,view
249,428,purchase
247,64,purchase
8,7,view
116,32,view
143,43,click
62,428,view
236,228,click
7,172,click
269,269,click
187,413,view
51,50,view
139,400,view
276,158,wishlist
29,54,view
126,32,click
126,64,click
91,64,click
283,32,click
33,103,view
156,64,view
300,63,view
51,173,click
164,479,view
245,64,view
102,64,view
250,32,view
221,308,view
227,8,view
234,276,view
209,189,view
91,32,view
146,244,view
273,32,view
288,221,click
58,53,purchase
250,64,purchase
261,453,view
34,160,click
49,28,view
276,380,view
56,63,view
257,32,click
242,64,view
108,228,view
81,64,view
88,389,click
81,32,view
243,62,click
138,64,view
156,411,view
182,427,view
158,54,view
214,64,purchase
29,96,view
72,193,click
10,196,view
132,32,view
165,54,view
286,400,view
111,43,view
141,64,view
167,156,purchase
241,50,purchase
200,441,purchase
250,32,wishlist
193,64,view
176,32,view
146,64,view
38,32,click
212,130,purchase
154,228,view
225,32,view
134,400,click
12,64,click
161,74,view
229,222,view
165,453,view
171,64,wishlist
133,32,click
12,64,click
219,411,view
25,270,view
263,411,view
17,451,purchase
168,479,view
295,32,view
39,228,wishlist
58,173,click
45,228,view
98,281,click
221,196,view
78,428,view
295,32,view
222,180,view
151,64,click
10,64,view
78,32,view
168,173,click
103,153,view
182,280,click
296,64,click
106,32,view
274,189,click
66,173,wishlist
168,386,purchase
107,64,view
139,64,purchase
182,64,purchase
226,64,purchase
14,54,click
107,411,view
205,64,click
64,64,view
297,156,view
108,64,view
184,222,view
98,64,view
260,411,view
58,313,view
195,284,view
52,411,purchase
34,54,click
154,64,click
200,499,view
141,13,purchase
24,64,view
290,64,view
72,319,click
32,189,view
151,411,view
81,54,view
266,83,click
93,411,purchase
84,64,view
207,336,purchase
136,336,view
14,32,purchase
18,483,view
209,64,view
269,64,view
179,57,view
34,64,view
213,116,view
69,116,click
1,32,view
132,64,click
188,94,click
50,453,click
293,64,view
67,80,view
43,147,click
145,398,view
116,32,click
155,32,wishlist
267,221,wishlist
137,160,view
217,411,view
18,222,click
25,165,wishlist
8,64,view
122,64,view
293,453,purchase
97,336,click
296,411,wishlist
233,336,view
61,41,click
264,243,view
96,32,click
250,107,view
50,7,view
266,32,click
219,428,wishlist
65,64,wishlist
57,64,click
65,408,view
224,400,purchase
259,64,click
262,64,click
114,8,view
182,173,click
289,282,view
273,411,view
272,64,view
85,293,purchase
116,178,click
78,173,wishlist
218,126,view
206,32,purchase
216,366,view
70,323,view
39,32,view
160,64,click
35,64,view
74,453,view
125,411,view
215,411,view
180,64,wishlist
142,64,view
300,475,view
228,64,view
168,64,view
160,173,click
242,64,view
64,173,click
79,64,wishlist
175,372,purchase
21,411,purchase
58,336,view
87,499,click
250,160,view
53,64,click
186,32,click
254,209,wishlist
216,64,view
144,235,click
129,293,view
129,464,view
52,11,view
300,221,view
137,64,click
250,400,click
193,189,purchase
196,64,view
51,228,view
123,411,click
216,240,click
21,411,click
236,228,view
205,339,click
222,7,view
291,64,click
169,64,purchase
15,13,click
130,411,click
181,265,view
229,393,view
135,153,view
286,107,view
165,147,click
89,272,purchase
171,411,view
117,32,view
47,293,view
255,293,click
104,32,click
180,32,view
186,27,wishlist
166,64,view
159,344,click
287,32,view
92,411,click
102,64,click
208,389,view
175,173,view
198,64,wishlist
151,43,wishlist
166,316,view
21,32,view
141,64,view
113,32,view
111,64,view
11,362,view
225,54,view
291,64,view
266,70,click
199,41,click
187,284,view
190,411,purchase
121,32,view
69,32,click
127,225,view
50,21,click
260,268,view
54,406,click
179,323,click
284,128,view
138,228,view
225,221,view
88,64,view
30,492,view
76,64,view
142,228,purchase
15,11,view
69,471,view
232,32,click
156,32,view
261,174,view
277,136,view
4,410,view
184,70,click
37,43,view
83,483,view
92,438,view
254,13,view
49,174,view
199,80,view
243,64,view
50,32,view
221,227,view
95,32,view
180,262,click
174,54,view
132,64,click
286,64,view
87,64,wishlist
7,64,view
15,278,view
192,282,wishlist
97,293,view
275,64,view
80,189,view
226,18,purchase
91,221,click
228,64,view
276,341,click
62,406,view
150,64,click
266,64,view
99,189,wishlist
173,148,purchase
281,486,click
60,7,view
127,411,view
252,64,view
184,64,wishlist
246,312,purchase
51,358,view
165,418,view
273,173,click
103,32,view
102,32,click
207,54,view
13,221,view
248,43,view
148,107,click
271,270,view
46,32,view
293,400,click
25,173,view
156,411,view
276,64,click
223,415,view
92,221,click
23,273,view
96,15,click
38,11,view
293,293,view
196,64,click
149,64,view
170,123,wishlist
117,411,click
23,64,view
133,447,view
293,268,purchase
159,64,purchase
140,411,view
212,411,click
98,363,view
6,336,view
230,64,click
37,293,view
251,64,view
86,179,view
204,32,view
292,32,click
203,380,purchase
45,400,view
66,221,view
246,64,view
199,64,click
35,32,click
225,415,view
22,413,view
97,153,click
23,228,purchase
175,282,view
90,411,view
29,411,view
150,221,view
100,32,click
13,84,view
126,189,view
83,64,wishlist
30,64,view
266,173,click
87,156,view
20,64,view
120,64,view
30,240,click
62,116,click
19,228,view
244,327,click
145,441,view
122,441,click
177,136,click
246,71,view
275,122,view
147,293,view
199,157,purchase
189,147,view
154,64,view
278,389,wishlist
65,172,view
208,54,view
232,54,view
187,32,click
69,156,view
112,11,view
187,121,view
210,411,view
202,64,view
232,32,click
212,64,view
283,180,click
265,54,purchase
13,319,view
89,32,click
289,153,click
295,261,view
211,32,view
67,63,view
272,415,purchase
50,256,view
5,461,purchase
170,389,view
183,64,view
110,32,view
162,70,click
244,32,view
156,64,view
78,64,view
210,64,view
241,404,view
128,446,click
76,274,view
21,64,view
195,453,click
186,205,view
94,54,view
252,371,view
174,462,purchase
36,64,click
202,143,view
101,86,view
43,411,wishlist
254,64,purchase
214,469,view
130,64,view
267,14,view
164,103,view
123,404,view
222,32,view
235,62,view
17,64,wishlist
6,483,view
195,64,view
199,64,click
193,32,click
218,411,view
178,323,view
251,32,view
231,102,view
164,434,purchase
12,312,click
55,32,view
34,64,click
45,51,view
7,415,view
37,64,click
236,336,view
55,43,view
72,64,click
42,64,click
47,64,click
120,64,click
199,32,view
244,196,click
254,189,view
148,483,view
32,54,view
41,64,view
74,30,view
97,404,click
39,64,click
117,64,click
152,189,view
147,64,view
177,415,view
129,32,view
32,64,view
31,43,click
41,7,purchase
229,64,click
46,32,click
186,404,click
34,228,click
164,54,click
246,411,view
251,32,wishlist
98,64,view
181,411,purchase
167,150,click
207,453,purchase
232,64,click
198,54,view
72,256,view
77,411,view
89,64,purchase
112,64,view
77,32,view
255,411,view
282,32,view
256,54,purchase
82,453,click
181,86,view
166,18,click
73,64,purchase
111,54,view
158,336,view
160,441,view
63,189,view
175,156,click
66,411,wishlist
33,64,view
127,64,view
120,273,purchase
244,256,view
296,165,click
66,430,click
294,4,view
122,339,view
289,453,view
262,350,view
76,336,view
252,453,purchase
137,64,view
99,285,view
74,411,click
243,32,click
168,411,click
288,64,view
164,453,view
275,64,click
97,383,view
62,32,view
100,173,view
128,479,view
6,32,view
152,64,click
216,64,view
76,54,view
81,70,click
56,35,view
102,18,view
84,70,view
9,64,purchase
283,453,view
193,400,click
166,411,view
18,428,view
292,64,view
68,221,purchase
72,64,view
121,64,view
183,32,view
36,221,view
269,54,click
80,400,view
107,54,view
134,64,view
286,64,click
116,453,view
120,48,wishlist
71,221,view
203,64,click
253,64,click
213,400,view
19,64,view
4,411,view
189,221,click
204,64,view
145,32,view
199,64,view
132,32,view
134,411,click
232,64,click
263,107,view
58,64,click
106,64,view
153,486,click
156,411,view
118,228,purchase
130,64,view
7,64,view
171,64,purchase
199,323,view
201,189,view
252,453,view
128,64,view
1,334,click
6,370,purchase
156,54,click
82,64,view
98,410,click
191,64,view
12,32,view
62,32,view
105,64,click
16,207,purchase
90,64,view
121,54,purchase
286,32,view
289,453,click
79,64,view
194,64,view
239,54,wishlist
296,57,click
144,268,click
104,284,view
140,455,view
230,312,wishlist
23,408,click
223,400,click
119,11,click
147,411,view
234,128,view
192,62,view
283,173,view
178,411,view
191,453,view
150,64,click
254,482,view
222,64,view
71,32,view
239,54,view
85,180,view
75,189,view
82,346,view
106,130,view
215,350,wishlist
279,64,view
3,32,view
85,147,click
172,453,view
192,400,view
202,64,view
209,441,wishlist
116,293,view
97,11,purchase
259,278,view
37,319,view
208,32,view
50,91,view
9,64,view
96,478,click
35,32,wishlist
217,313,click
6,404,view
199,411,view
245,293,view
252,361,view
180,64,click
197,281,click
217,441,click
180,34,click
14,411,wishlist
45,453,view
43,32,click
49,54,click
124,189,view
166,32,click
232,64,view
6,441,view
15,395,view
258,64,view
290,411,purchase
25,32,view
265,221,purchase
151,334,view
170,54,click
40,64,view
3,411,click
91,107,view
94,64,purchase
299,78,view
228,192,purchase
60,64,view
289,64,view
221,64,view
189,293,view
243,64,view
217,64,view
184,453,view
125,131,purchase
62,64,view
96,413,view
280,411,view
35,410,click
299,54,view
119,64,view
201,64,view
7,64,click
300,173,view
71,32,view
246,278,view
244,453,view
89,411,click
278,126,view
66,362,view
35,453,wishlist
38,228,view
212,172,view
116,478,view
222,64,view
203,64,click
192,411,click
116,222,view
261,210,click
81,32,view
255,58,view
16,54,view
75,58,view
143,411,view
175,32,view
168,175,purchase
241,221,view
287,150,click
294,64,view
251,457,view
33,32,view
139,117,view
117,32,purchase
123,228,view
157,64,view
211,32,view
97,153,purchase
72,284,click
98,441,view
278,400,view
237,70,view
150,293,view
173,64,click
255,411,view
139,49,view
175,64,click
130,64,view
282,85,view
97,339,view
254,54,wishlist
299,128,view
216,64,view
219,336,view
56,453,view
62,64,view
28,64,view
56,400,view
50,299,click
105,64,click
31,64,view
142,32,view
113,43,view
137,168,view
122,64,view
163,63,view
197,64,click
83,64,click
139,192,view
127,78,view
236,43,purchase
113,32,view
158,54,purchase
198,54,view
42,411,view
77,415,view
195,64,click
106,447,view
269,32,view
260,43,click
106,411,click
194,64,view
112,32,view
128,11,purchase
195,189,view
13,441,view
34,54,click
200,228,view
11,453,click
218,64,view
118,32,purchase
134,453,view
300,428,view
101,78,wishlist
187,64,view
82,64,click
26,32,view
131,54,view
224,32,purchase
118,411,view
35,64,view
27,228,click
91,32,view
217,391,view
101,189,view
52,32,click
274,64,view
189,156,view
96,32,view
88,407,view
11,221,purchase
202,64,view
80,78,view
189,228,view
126,54,click
128,64,click
22,64,view
1,32,view
251,482,view
278,156,purchase
239,76,purchase
182,256,view
208,281,view
209,64,purchase
65,80,view
189,235,view
212,411,view
13,32,view
9,64,click
76,54,view
72,428,view
126,64,purchase
225,32,view
239,411,view
67,54,view
75,57,purchase
152,411,view
198,332,purchase
40,189,view
263,400,view
246,64,view
159,138,view
52,64,click
139,64,view
267,411,view
172,436,view
168,32,view
265,70,purchase
250,54,view
281,13,view
35,79,view
194,32,click
137,64,click
101,64,view
202,64,view
7,9,view
292,64,click
78,54,view
108,64,view
20,32,view
34,64,purchase
85,330,view
41,7,click
176,43,wishlist
241,176,view
286,400,purchase
170,336,view
80,413,click
267,441,click
126,64,view
248,32,purchase
154,221,click
208,64,view
132,64,view
115,272,view
128,453,view
51,404,view
212,147,view
170,32,view
247,155,click
161,493,view
208,240,view
243,241,view
190,64,view
252,168,view
110,411,click
147,32,click
173,64,view
193,334,view
43,225,view
277,54,purchase
78,135,view
91,64,view
188,482,purchase
183,413,view
85,280,view
20,224,view
21,43,click
99,479,purchase
252,64,view
270,64,click
71,64,click
134,64,click
264,64,click
146,64,purchase
84,319,click
184,91,view
206,54,purchase
159,413,view
237,64,view
41,64,purchase
76,64,view
77,156,view
171,441,view
247,54,view
283,13,view
108,492,click
187,64,view
34,64,click
130,411,click
238,62,view
166,54,click
217,62,wishlist
291,159,view
85,198,view
250,372,view
22,37,view
254,74,purchase
93,54,click
185,268,click
191,32,view
257,64,view
259,32,view
271,90,click
101,54,purchase
21,54,click
281,32,wishlist
234,64,view
209,70,wishlist
33,453,purchase
238,171,click
119,65,click
115,54,view
20,363,click
297,32,view
272,64,view
231,64,view
25,423,click
141,173,purchase
214,64,purchase
157,153,click
255,19,view
283,32,view
121,299,view
169,64,click
8,441,view
126,371,view
67,191,click
87,62,click
213,64,view
84,411,click
148,32,view
281,293,view
80,408,purchase
2,9,view
139,211,view
232,32,view
274,453,view
143,393,view
48,411,view
97,400,view
10,275,click
45,101,view
176,64,click
274,64,wishlist
180,64,purchase
222,64,view
207,64,view
248,58,click
35,446,click
254,400,view
165,428,view
22,64,view
293,411,wishlist
191,428,view
4,421,purchase
44,64,view
267,400,view
70,453,view
283,156,view
17,256,click
126,32,click
151,64,view
154,413,wishlist
133,363,wishlist
144,32,view
39,193,view
256,32,view
12,64,view
95,268,purchase
269,189,purchase
186,64,wishlist
171,32,view
296,64,click
119,64,view
282,27,purchase
41,312,view
296,386,view
283,62,view
207,281,view
216,64,view
27,64,view
3,64,view
241,192,view
55,32,view
288,391,view
172,64,click
292,404,view
9,453,click
65,64,wishlist
261,64,view
268,372,view
97,221,view
221,64,click
99,130,view
70,411,view
297,32,view
64,268,view
255,64,view
98,41,click
296,64,click
62,213,view
21,64,view
24,483,click
69,83,view
58,228,click
57,427,view
55,32,view
76,156,click
189,32,view
266,482,view
104,362,view
200,411,purchase
125,453,purchase
224,64,view
238,64,click
31,222,view
105,54,purchase
73,32,view
8,453,click
34,70,view
115,54,click
142,172,wishlist
139,64,view
69,64,view
249,411,wishlist
283,221,purchase
57,32,view
131,319,view
265,436,click
11,64,wishlist
55,32,view
126,160,click
285,345,view
272,138,click
271,64,wishlist
168,153,click
215,228,view
100,64,click
218,32,click
103,336,click
290,228,view
242,336,purchase
167,64,view
242,160,view
253,64,wishlist
9,319,view
71,64,purchase
105,453,view
38,64,wishlist
281,54,view
110,64,view
132,64,view
62,373,click
231,280,view
122,43,view
129,285,view
124,64,click
278,64,click
4,493,view
111,225,purchase
52,64,view
295,32,view
179,487,click
285,404,view
50,460,view
141,64,click
120,415,click
101,478,view
152,453,click
116,43,view
105,411,click
154,438,view
33,164,view
194,64,view
273,64,click
216,64,click
109,64,view
223,64,click
137,11,click
272,48,purchase
300,123,purchase
81,427,view
291,64,view
89,43,click
143,32,click
11,64,view
275,453,view
298,64,click
28,64,click
58,400,view
298,11,click
28,221,view
119,436,view
26,221,click
38,32,view
174,173,view
134,32,view
92,64,view
106,64,click
46,221,click
37,54,click
42,415,view
85,482,wishlist
173,64,click
14,58,click
16,64,view
300,64,click
247,104,view
276,428,view
14,323,wishlist
161,411,view
259,428,click
134,64,view
76,189,view
245,32,view
40,64,click
148,221,click
161,411,view
223,453,view
26,64,view
126,411,click
46,411,view
272,64,view
63,64,view
138,221,wishlist
190,413,view
88,393,view
22,400,view
241,64,view
211,189,click
236,43,click
9,107,click
270,64,view
138,284,purchase
201,32,view
285,239,click
134,336,view
91,400,view
128,221,view
97,173,view
138,32,click
73,404,click
152,156,view
158,411,view
125,122,click
67,411,click
271,54,view
129,64,purchase
200,32,wishlist
200,64,purchase
192,160,purchase
22,64,click
189,32,click
151,64,purchase
12,7,view
158,54,view
149,221,wishlist
272,221,purchase
116,13,view
285,404,view
142,32,wishlist
239,43,click
175,64,click
30,42,view
105,143,view
182,64,view
162,25,view
114,406,click
47,64,view
270,453,purchase
64,400,click
102,32,view
102,221,view
166,169,view
209,381,click
43,271,click
259,221,wishlist
200,64,wishlist
209,349,click
269,45,view
95,64,view
16,70,view
213,64,view
269,234,view
194,32,click
255,32,view
62,342,purchase
2,447,click
201,411,click
69,132,view
37,192,purchase
295,32,view
116,64,view
176,253,view
209,64,click
81,203,click
259,64,view
141,32,view
48,32,view
151,64,view
22,427,click
173,64,purchase
220,54,click
24,173,view
66,54,click
22,322,purchase
29,173,view
200,411,click
14,411,click
38,32,click
52,259,click
131,57,view
221,221,view
293,64,click
249,54,view
74,336,wishlist
136,32,wishlist
60,32,purchase
3,165,wishlist
100,32,view
282,415,view
209,64,view
192,43,view
53,413,view
10,189,view
189,42,view
34,284,view
94,487,click
232,135,view
85,411,view
294,336,click
294,192,purchase
152,270,click
234,64,view
75,173,view
197,293,view
76,32,view
11,107,purchase
292,43,wishlist
100,104,purchase
56,64,click
115,32,view
221,411,view
29,411,click
286,453,view
61,453,view
16,428,view
111,32,purchase
117,173,view
186,428,purchase
267,64,purchase
9,438,wishlist
2,57,wishlist
61,375,purchase
290,43,view
282,80,click
208,70,view
76,54,view
282,411,view
209,336,purchase
111,64,view
219,64,click
75,407,click
161,228,wishlist
62,32,view
137,411,view
160,442,view
21,381,click
85,453,view
4,413,view
201,219,view
29,64,wishlist
199,221,view
99,240,view
14,64,view
271,64,click
42,32,click
165,64,view
91,295,view
299,497,click
74,64,view
144,32,purchase
226,54,view
84,64,purchase
72,156,click
211,7,view
177,64,click
252,156,click
197,65,wishlist
290,404,click
135,64,purchase
274,32,wishlist
102,64,view
68,198,view
88,64,purchase
206,64,view
41,453,view
85,482,view
84,64,view
217,64,view
163,64,view
294,325,view
98,64,view
280,32,view
26,156,view
297,32,view
203,32,view
49,54,view
28,64,view
129,486,view
274,64,view
238,147,view
263,64,view
8,164,click
252,99,view
94,64,view
266,485,view
294,400,click
252,393,click
225,64,view
119,117,view
59,489,view
164,411,view
294,222,wishlist
12,221,click
279,323,view
61,54,click
207,308,view
208,221,click
8,411,view
277,64,click
88,64,click
168,7,view
202,482,click
8,8,view
230,327,click
208,228,click
268,62,purchase
38,375,view
291,411,view
21,400,view
138,64,click
278,32,view
9,104,view
20,346,click
118,413,view
129,221,view
67,32,click
263,400,view
44,32,view
280,221,wishlist
19,404,view
183,150,view
279,411,view
101,173,wishlist
96,64,click
141,411,view
33,323,click
237,221,view
197,173,purchase
295,239,view
79,209,view
265,228,view
20,479,view
269,64,click
122,411,click
16,413,purchase
200,411,click
234,228,view
64,64,purchase
91,349,view
192,32,view
269,411,view
101,64,click
151,64,view
69,441,click
138,479,click
114,254,view
294,73,view
85,32,click
168,64,click
248,64,purchase
200,64,view
207,167,view
114,32,click
190,64,purchase
259,64,click
190,411,wishlist
251,221,wishlist
287,32,click
250,58,view
134,64,view
62,30,purchase
296,64,click
247,189,view
102,173,click
298,64,click
45,253,view
158,64,view
56,32,view
55,64,view
110,196,view
269,64,click
230,389,view
137,259,view
56,32,click
45,64,view
234,411,view
63,404,view
288,64,click
68,160,view
185,64,click
270,400,click
206,64,view
170,400,purchase
220,54,wishlist
299,221,click
231,173,view
86,64,click
262,32,click
144,173,view
217,125,click
163,256,click
148,64,view
61,61,click
220,204,view
4,5,view
158,411,view
119,64,view
60,436,purchase
36,64,view
247,64,view
218,400,view
52,32,view
267,173,view
252,64,wishlist
114,54,purchase
226,323,view
212,64,view
188,78,wishlist
86,175,view
36,173,click
89,268,click
55,415,view
33,64,click
4,336,click
31,411,view
47,173,view
251,64,click
238,32,view
242,411,click
234,64,view
180,453,view
186,400,view
70,411,purchase
17,32,click
262,363,purchase
233,411,click
124,13,view
282,465,click
62,428,view
235,441,view
112,299,click
96,409,purchase
167,64,view
291,245,view
211,447,wishlist
219,436,click
300,64,view
284,400,view
86,32,view
126,479,purchase
277,64,view
158,32,view
238,415,purchase
113,64,view
127,255,view
134,448,view
256,43,click
93,280,click
299,54,view
90,54,view
170,32,purchase
240,160,purchase
58,64,click
168,64,wishlist
266,32,view
51,64,view
28,400,view
23,32,view
239,221,view
292,54,click
191,413,view
122,293,view
32,436,purchase
21,64,view
155,64,view
42,240,purchase
294,32,view
178,438,view
108,84,view
48,64,view
296,64,purchase
179,413,view
102,453,click
262,64,click
101,89,view
241,64,click
256,64,wishlist
75,411,click
78,64,view
236,411,click
72,64,click
46,64,view
54,64,view
62,43,view
70,156,click
271,160,purchase
102,299,click
110,64,view
221,411,view
7,413,view
155,8,view
145,64,view
12,479,click
269,64,view
5,228,view
69,64,view
66,64,click
100,404,view
180,323,click
34,312,click
1,80,view
292,189,view
299,221,view
50,64,view
73,32,view
184,400,view
199,32,purchase
109,78,view
39,341,click
14,64,view
28,54,view
83,453,view
143,64,view
32,54,click
44,54,purchase
12,54,view
145,173,purchase
55,32,view
82,478,click
4,64,click
147,64,view
9,43,purchase
208,409,view
232,411,purchase
158,336,view
179,411,view
89,287,view
55,64,click
237,54,view
285,64,view
264,64,view
212,400,view
205,32,purchase
251,64,view
279,64,view
188,54,view
16,465,view
176,18,view
101,221,view
53,32,view
118,32,wishlist
148,411,view
142,221,view
206,64,click
13,64,view
179,173,view
182,54,click
130,221,view
288,64,view
103,189,view
226,138,click
202,54,view
181,70,view
71,404,view
17,64,view
213,54,view
170,336,view
35,165,view
249,413,view
130,64,click
135,70,view
283,64,click
139,228,view
34,32,view
131,43,view
153,428,view
255,200,view
271,297,click
34,64,view
62,240,view
285,222,view
196,369,view
249,32,view
246,228,view
90,63,view
108,415,wishlist
149,70,purchase
229,406,view
136,64,view
72,64,view
264,453,purchase
88,64,view
82,413,click
133,64,purchase
280,179,click
121,411,click
293,221,view
300,54,view
58,64,view
12,13,view
149,168,view
37,226,purchase
134,32,view
62,54,purchase
183,173,click
120,228,view
260,411,purchase
277,64,click
133,173,view
164,453,view
93,235,view
44,32,view
44,154,view
256,7,view
85,189,view
259,64,click
201,228,wishlist
245,413,view
23,70,view
61,32,click
298,54,view
23,221,view
128,64,view
284,400,view
194,411,click
236,70,purchase
204,64,click
216,18,view
193,411,view
136,395,view
137,54,view
34,54,view
174,64,view
183,70,view
209,32,view
1,221,view
114,32,view
257,64,view
224,64,view
246,64,wishlist
270,54,view
218,64,click
46,32,view
58,70,click
128,411,click
84,290,purchase
209,64,view
209,99,view
128,64,view
285,221,view
12,245,view
143,222,view
135,64,view
163,428,purchase
149,32,click
214,411,view
248,223,purchase
34,107,view
133,70,view
280,336,view
2,254,view
283,64,view
227,32,view
54,256,click
95,175,click
136,400,click
276,43,purchase
298,411,click
226,32,view
291,32,purchase
47,32,view
161,284,view
64,43,click
93,64,click
245,229,view
196,210,view
59,64,view
32,64,view
285,406,view
161,32,wishlist
65,64,view
168,411,view
249,64,view
294,32,view
272,310,view
25,32,view
193,441,view
286,43,view
211,64,click
135,64,click
160,32,purchase
251,27,view
15,228,click
158,153,wishlist
99,261,click
15,54,view
190,32,view
196,261,purchase
95,107,view
149,64,view
172,189,view
28,64,purchase
218,64,view
90,64,view
232,54,purchase
243,32,view
162,43,view
54,64,view
52,64,purchase
258,240,view
265,293,wishlist
4,160,wishlist
8,64,view
203,453,view
287,64,purchase
89,228,purchase
184,54,click
7,205,view
70,494,view
135,334,click
218,64,click
85,64,view
118,415,purchase
176,64,view
198,254,view
237,400,wishlist
87,411,view
264,64,view
286,319,view
167,227,view
138,64,click
220,32,click
147,62,view
75,359,click
40,64,purchase
79,487,wishlist
147,153,click
252,482,click
44,54,purchase
204,407,view
151,428,click
86,453,view
285,173,click
38,269,view
7,62,view
35,189,view
127,288,view
100,64,click
118,32,view
75,32,purchase
170,358,purchase
7,64,purchase
54,221,click
203,54,view
264,484,click
177,19,view
131,143,wishlist
134,32,view
273,64,view
186,441,view
112,54,click
55,64,click
165,64,view
76,173,wishlist
263,413,purchase
198,284,view
218,242,view
80,183,click
32,32,wishlist
247,228,view
246,64,click
71,32,view
46,434,wishlist
277,222,view
130,64,view
105,270,click
231,64,view
291,285,view
58,204,click
256,64,purchase
81,179,view
89,221,view
26,268,view
109,64,view
60,64,view
2,64,click
198,453,view
24,245,view
286,71,click
198,64,view
152,64,view
48,32,purchase
121,269,view
164,428,click
44,70,click
248,32,click
282,293,view
159,411,wishlist
162,486,click
18,64,click
9,453,click
94,64,click
143,179,wishlist
195,54,view
11,100,view
222,432,click
217,32,view
202,252,view
45,268,click
116,302,view
229,173,view
138,107,view
268,43,view
288,160,view
281,64,view
194,173,view
208,64,click
8,173,view
286,400,purchase
290,64,view
249,261,view
16,411,view
93,411,click
292,54,view
122,64,purchase
68,54,click
184,54,wishlist
268,228,click
96,411,view
41,400,view
293,411,view
38,393,view
262,32,wishlist
236,453,view
47,7,view
152,411,view
